weekly_alcohol_hours,social_events_per_week,study_hours_per_week,sleep_hours_per_night,stress_level,academic_outcome
0.16878089134265606,1.2338066653013677,0.7991344148256675,-0.0024548327599861475,1.845764479635712,0
-2.2950196043776487,1.3065303369405408,1.7243242884409753,0.20313568528640213,0.7998419175426816,0
-0.6040847996889569,-0.6163360689714749,0.09729948647725606,0.5900887789366025,0.39163035519913225,1
0.8099842521481482,-0.9912158068555588,-0.6812180562494167,0.02722699332584,-0.20454945459873852,1
-1.3355213022480428,-1.801725288658862,2.5075194627778132,-1.8232447942476413,1.326507937030734,1
-3.270125450062126,0.08071314289309806,2.6220538168331227,-1.0761959664311658,-0.2946572704755066,0
0.222244025618478,0.987559916091687,-1.220149703599517,1.6437509027705373,-0.09391931400536913,1
-2.753939698104336,-0.011441269047742453,4.2923614917120645,-2.657323088040469,1.8079260297365223,0
1.5681570143971624,2.210461465092881,-2.5422740999659736,1.2219384032067375,-2.0794223093575264,1
-0.6098847285866809,-1.5662407192914505,1.2716111024194043,-1.022253885128117,0.7273432300441163,1
-1.0675783125580605,0.6811280154221608,1.9199001805800693,-1.1033501668366,1.0544454513997632,1
2.716638893047885,1.1329616218801593,-2.447300662205996,0.502109169795075,-1.1799736048520548,1
-0.6835019187993012,1.0851718491464863,1.1524049036725814,-0.012226413074465814,1.4641078121848334,0
-0.188685827534953,0.9052730930535273,-1.22260312869457,0.9300456862718514,-1.7678117615050097,1
0.2627318702168091,1.945010507056935,-1.425319343020842,0.3109178732426747,-2.7314448283026773,1
-2.1052229896677215,-1.6670915647154543,2.738250677575043,-1.9060606936446887,0.6200844646946944,0
1.7409615810927794,-0.047017320275166696,-2.1514467699643953,2.188570656777162,0.9357138889866174,1
1.2386278257232584,-0.46996756830722086,-1.1463048943886858,-0.6726143855488886,-1.8352073770397113,1
2.30335692428016,-0.2765721359530873,-3.65692551742529,2.360434303736745,-1.4023918387601326,1
-2.1981023227228063,1.1926640015442547,2.810376210624922,-1.9861642359144276,0.042982801580329855,0
-2.5872499978887307,-1.070053568015008,3.900341376942214,-2.7844979967170316,1.1314945682259574,1
-0.839159355158975,-2.1348581148713954,-0.1414890946999292,-0.5195916625406376,-1.9425738346632946,0
-1.2279930206837009,-2.0048776544577054,-0.03330358116909471,-0.5653693161603063,-2.335195114873353,0
0.9644073237873904,2.09614013064097,-2.3291272707043458,1.4709728079468842,-2.0366175854481723,1
0.12210503954348062,-0.08306470718160064,0.6137011334759636,0.4413525818149462,2.268639607878409,0
-0.5827057719012612,-1.5021227765285765,1.449591899529632,-1.1485389584237686,0.9650184209435217,1
-2.3831635460138507,-0.544726923321903,3.1784322816998944,-1.8687910592525394,1.0999936933801047,1
0.9113434759961009,1.5736806863159407,-1.7641932417999548,0.4166476077549741,-2.3660126719910357,1
0.16121104761061655,2.59920021855877,2.1327531096813965,-2.171603054608537,1.2859547616058489,0
0.04332510233689302,-1.9521512806657828,-0.8376881460647109,-0.20080449325707728,-1.8279886205450016,0
-2.2616759997455747,-0.9852844763272486,3.7028833305392097,-2.342691662449437,1.8081620924101927,1
1.6360307692989737,0.6548617089875446,0.8732611686474607,-1.4196606967887693,1.9810133525975897,0
-1.1159216382283281,-1.5666963519273507,2.2940690919885953,-1.4465108240915725,1.6914647013295694,1
0.6686265556008735,-0.3715775920217892,-0.8634626190637265,1.614714458054992,1.5333113541208827,1
-0.703912822676352,1.0033692394063836,2.073253697923466,-1.6142855443485074,1.0692907430697896,0
2.5252704859682042,-0.8354579192621694,-3.3092505399195,1.6020954357376969,-1.3764796931969199,1
-0.23228328189337577,1.147277745916059,1.706160309281435,-1.3780943889045774,1.2359040553636627,0
-0.08435089548646779,-1.6719902226552474,-1.233795564279964,-0.0283950297785569,-2.6915761028243983,0
